nname,name_raw,inst_id,inst_name,inst_country,n_obs,n_sys
newcastle upon tyne hospitals nhs foundation trust,The Newcastle Upon Tyne Hospitals NHS Foundation Trust (NUTH),U05126,The Newcastle Upon Tyne Hospitals NHS Foundation Trust (NUTH),United Kingdom,1,1
ngee ann polytechnic,Ngee Ann Polytechnic,U03729,Ngee Ann Polytechnic,Singapore,2,2
nguyen tat thanh university,Nguyen Tat Thanh University,U03730,Nguyen Tat Thanh University,Vietnam,2,2
nguyen tat thanh university dai hoc nguyen tat thanh ntu,Nguyen Tat Thanh University / Đại học Nguyễn Tất Thành NTU,U03731,Nguyen Tat Thanh University / Đại học Nguyễn Tất Thành NTU,,1,1
nhh norwegian school economics,NHH - Norwegian School of Economics,U03406,NHH - Norwegian School of Economics,Norway,4,1
nhl stenden school,NHL Stenden Hogeschool,U03407,NHL Stenden Hogeschool,,1,1
nhs blood transplant,NHS Blood and Transplant (NHSBT),U03408,NHS Blood and Transplant (NHSBT),United Kingdom,1,1
nhs england,NHS England,U03409,NHS England,United Kingdom,1,1
nhs greater glasgow clyde,NHS Greater Glasgow and Clyde (NHSGGC),U03410,NHS Greater Glasgow and Clyde (NHSGGC),United Kingdom,1,1
nhs lothian,NHS Lothian,U03411,NHS Lothian,United Kingdom,1,1
nhs tayside,NHS Tayside,U03412,NHS Tayside,United Kingdom,1,1
niagara university,Niagara University,U03732,Niagara University,,1,1
nicholls state university,Nicholls State University,U03733,Nicholls State University,,1,1
nicolae testemitanu state university medical pharmacy universitatea stat medical si farmacie,Nicolae Testemiţanu State University of Medicine and Pharmacy / Universitatea de Stat de Medicina si Farmacie,U03734,Nicolae Testemiţanu State University of Medicine and Pharmacy / Universitatea de Stat de Medicina si Farmacie,,1,1
nicolaus copernicus astronomical center polish academy science,Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences,U03735,Nicolaus Copernicus Astronomical Center of the Polish Academy of Sciences,Poland,2,1
nicolaus copernicus university,Nicolaus Copernicus University,U03736,Nicolaus Copernicus University,Poland,20,4
nicolaus copernicus university mikolaja kopernika w toruniu,Nicolaus Copernicus University / Uniwersytet Mikołaja Kopernika w Toruniu,U03737,Nicolaus Copernicus University / Uniwersytet Mikołaja Kopernika w Toruniu,,1,1
nicolaus copernicus university torun,Nicolaus Copernicus University in Toruń,U03736,Nicolaus Copernicus University,Poland,16,4
nigde omer halisdemir university,Niğde Ömer Halisdemir University,U03758,Niğde Ömer Halisdemir University,Turkey,5,3
niguarda hospital,Niguarda Hospital,U03738,Niguarda Hospital,Italy,1,1
nihon fukushi university,Nihon Fukushi University / 日本福祉大学,U03739,Nihon Fukushi University / 日本福祉大学,,1,1
nihon university,Nihon University,U03740,Nihon University,Japan,22,7
niigata university,Niigata University,U03741,Niigata University,Japan,52,8
niigata university health welfare,Niigata University of Health and Welfare / 新潟医療 福祉大学,U03742,Niigata University of Health and Welfare / 新潟医療 福祉大学,,1,1
nile university,Nile University,U03743,Nile University,Egypt,5,3
ningbo university,Ningbo University,U03744,Ningbo University,China,15,7
ningbo university technology,Ningbo University of Technology,U03745,Ningbo University of Technology,China,3,3
ningbotech university,NingboTech University,U03746,NingboTech University,China,1,1
ningxia academy forestry,Ningxia Academy of Forestry,U03747,Ningxia Academy of Forestry,China,1,1
ningxia medical university,Ningxia Medical University,U03748,Ningxia Medical University,China,5,4
ningxia university,Ningxia University,U03749,Ningxia University,China,5,4
nipissing university,Nipissing University,U03750,Nipissing University,,1,1
nippon dental university,Nippon Dental University / 日本歯科大学,U03751,Nippon Dental University / 日本歯科大学,,1,1
nippon medical school,Nippon Medical School,U03752,Nippon Medical School,Japan,13,5
nirma university science technology,Nirma University of Science & Technology,U03753,Nirma University of Science & Technology,,1,1
nisantasi universitesi,Nişantaşı Üniversitesi,U03759,Nişantaşı Üniversitesi,,1,1
nit puducherry,NIT Puducherry,U03413,NIT Puducherry,,1,1
nitte deemed to be university,Nitte (Deemed to be University),U03754,Nitte (Deemed to be University),India,3,2
nitte university,NITTE University,U03414,NITTE University,,1,1
nizhny novgorod state technology university,Nizhny Novgorod State Technical University / Нижегородский государственный технический университет Р Е Алексеева,U03755,Nizhny Novgorod State Technical University / Нижегородский государственный технический университет Р Е Алексеева,,1,1
nizhny novgorod state technology university n r alekseev,Nizhny Novgorod State Technical University n.a. R.E. Alekseev,U03756,Nizhny Novgorod State Technical University n.a. R.E. Alekseev,Russia,6,2
nizhny novgorod state university,Nizhny Novgorod State University / Нижегородский государственный университет Н И Лобачевского,U03757,Nizhny Novgorod State University / Нижегородский государственный университет Н И Лобачевского,,1,1
njsc kimep university,NJSC KIMEP University,U03415,NJSC KIMEP University,Kazakhstan,5,1
nlc buketov karaganda national research university,NLC «Buketov Karaganda National Research University»,U03416,NLC «Buketov Karaganda National Research University»,Kazakhstan,12,1
